Problem Name,AC Rate,Language,Difficulty,Topics,Solved,Attempt,Error Messages,Status Runtime,Memory MB,Runtime Percentile,Memory Percentile
largest-element-in-an-array-after-merge-operations,46.44342306850514,Go,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Java,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,JavaScript,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Kotlin,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,PHP,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Python2,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Python3,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Racket,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Ruby,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Rust,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Time Limit Exceeded', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Scala,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
largest-element-in-an-array-after-merge-operations,46.44342306850514,Swift,Medium,"['Array', 'Greedy', 'Prefix Sum']",True,1,{'0': 'Wrong Answer'},431 ms,18.749237060546875,100.0,100.0
largest-element-in-an-array-after-merge-operations,46.44342306850514,TypeScript,Medium,"['Array', 'Greedy', 'Prefix Sum']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Runtime Error'}",,,,
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,C,Medium,"['Array', 'Hash Table', 'Sliding Window']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,C#,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},461 ms,89.09988403320312,67.07350000000007,20.732100000000088
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,C++,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},218 ms,141.4337158203125,63.99570000000005,22.823100000000018
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Dart,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},512 ms,187.35504150390625,100.0,50.0
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Elixir,Medium,"['Array', 'Hash Table', 'Sliding Window']",False,,"{'0': 'Compile Error', '1': 'Compile Error', '2': 'Compile Error'}",,,,
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Erlang,Medium,"['Array', 'Hash Table', 'Sliding Window']",False,,"{'0': 'Wrong Answer', '1': 'Runtime Error', '2': 'Compile Error'}",,,,
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Go,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},213 ms,16.376495361328125,49.999599999999916,95.65199999999999
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Java,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},76 ms,60.46295166015625,31.906299999999987,6.822300000000008
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,JavaScript,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},135 ms,66.12014770507812,92.63799999999998,26.38
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Kotlin,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},724 ms,65.88363647460938,61.90480000000002,23.80960000000004
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,PHP,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},435 ms,26.248931884765625,100.0,100.0
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Python2,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},1186 ms,22.8118896484375,59.374499999999905,68.75
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Python3,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},1183 ms,29.6478271484375,46.4515000000001,89.0411
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Racket,Medium,"['Array', 'Hash Table', 'Sliding Window']",False,,"{'0': 'Compile Error', '1': 'Time Limit Exceeded', '2': 'Runtime Error'}",,,,
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Ruby,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},322 ms,219.82574462890625,100.0,62.5
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Rust,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},60 ms,4.4403076171875,72.22200000000001,88.8888
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Scala,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},1065 ms,79.6356201171875,100.0,50.0
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,Swift,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},490 ms,23.319244384765625,100.0,37.5
length-of-longest-subarray-with-at-most-k-frequency,41.89551500637739,TypeScript,Medium,"['Array', 'Hash Table', 'Sliding Window']",True,0,{},166 ms,69.92340087890625,23.809600000000025,9.523900000000033
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,C,Medium,"['Array', 'Dynamic Programming']",True,0,{},85 ms,5.9967041015625,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,C#,Medium,"['Array', 'Dynamic Programming']",True,1,{'0': 'Time Limit Exceeded'},609 ms,117.8436279296875,16.667000000000016,8.333700000000016
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,C++,Medium,"['Array', 'Dynamic Programming']",True,0,{},48 ms,30.09796142578125,99.16550000000001,88.31690000000002
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Dart,Medium,"['Array', 'Dynamic Programming']",True,1,{'0': 'Runtime Error'},1795 ms,145.54595947265625,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Elixir,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Runtime Error', '1': 'Compile Error', '2': 'Runtime Error'}",,,,
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Erlang,Medium,"['Array', 'Dynamic Programming']",True,0,{},2442 ms,59.597015380859375,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Go,Medium,"['Array', 'Dynamic Programming']",True,0,{},23 ms,5.275726318359375,76.19050000000001,90.4762
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Java,Medium,"['Array', 'Dynamic Programming']",True,0,{},23 ms,42.209625244140625,95.92609999999999,89.25909999999998
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,JavaScript,Medium,"['Array', 'Dynamic Programming']",True,0,{},163 ms,49.65972900390625,71.42859999999999,71.42859999999999
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Kotlin,Medium,"['Array', 'Dynamic Programming']",True,0,{},287 ms,37.487030029296875,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,PHP,Medium,"['Array', 'Dynamic Programming']",True,1,{'0': 'Wrong Answer'},650 ms,18.970489501953125,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Python2,Medium,"['Array', 'Dynamic Programming']",True,0,{},2149 ms,11.22283935546875,81.81819999999999,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Python3,Medium,"['Array', 'Dynamic Programming']",True,0,{},2055 ms,15.9454345703125,80.1855999999998,84.52009999999999
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Racket,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Memory Limit Exceeded', '2': 'Time Limit Exceeded'}",,,,
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Ruby,Medium,"['Array', 'Dynamic Programming']",True,0,{},1643 ms,202.7587890625,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Rust,Medium,"['Array', 'Dynamic Programming']",True,0,{},24 ms,1.949310302734375,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Scala,Medium,"['Array', 'Dynamic Programming']",True,0,{},628 ms,56.304931640625,100.0,100.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,Swift,Medium,"['Array', 'Dynamic Programming']",True,0,{},40 ms,14.934539794921875,100.0,50.0
length-of-the-longest-subsequence-that-sums-to-target,33.96819887633137,TypeScript,Medium,"['Array', 'Dynamic Programming']",True,0,{},146 ms,50.30059814453125,50.0,100.0
lexicographically-smallest-string-after-substring-operation,29.97624703087886,C,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,C#,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,C++,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Dart,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Runtime Error', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Elixir,Medium,"['String', 'Greedy']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Runtime Error'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Erlang,Medium,"['String', 'Greedy']",False,,"{'0': 'Compile Error', '1': 'Compile Error', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Go,Medium,"['String', 'Greedy']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Java,Medium,"['String', 'Greedy']",True,1,{'0': 'Wrong Answer'},11 ms,47.443389892578125,95.62029999999999,21.897900000000007
lexicographically-smallest-string-after-substring-operation,29.97624703087886,JavaScript,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Kotlin,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,PHP,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Python2,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Python3,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Racket,Medium,"['String', 'Greedy']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Ruby,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Rust,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Scala,Medium,"['String', 'Greedy']",True,1,{'0': 'Wrong Answer'},714 ms,62.79754638671875,100.0,100.0
lexicographically-smallest-string-after-substring-operation,29.97624703087886,Swift,Medium,"['String', 'Greedy']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
lexicographically-smallest-string-after-substring-operation,29.97624703087886,TypeScript,Medium,"['String', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,C,Medium,"['Array', 'Dynamic Programming']",True,0,{},116 ms,13.500213623046875,100.0,100.0
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,C#,Medium,"['Array', 'Dynamic Programming']",True,0,{},417 ms,82.40509033203125,23.07699999999998,69.23079999999999
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,C++,Medium,"['Array', 'Dynamic Programming']",True,0,{},214 ms,182.58285522460938,37.37820000000015,15.083100000000059
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Dart,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Elixir,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Compile Error'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Erlang,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Compile Error'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Go,Medium,"['Array', 'Dynamic Programming']",True,1,{'0': 'Wrong Answer'},119 ms,9.998321533203125,68.5716,54.2859
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Java,Medium,"['Array', 'Dynamic Programming']",True,1,{'0': 'Wrong Answer'},5 ms,56.194305419921875,68.5138,77.83309999999997
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,JavaScript,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Kotlin,Medium,"['Array', 'Dynamic Programming']",True,1,{'0': 'Wrong Answer'},658 ms,63.0950927734375,100.0,100.0
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,PHP,Medium,"['Array', 'Dynamic Programming']",True,0,{},345 ms,48.4466552734375,100.0,100.0
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Python2,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Python3,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Racket,Medium,"['Array', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Compile Error', '2': 'Compile Error'}",,,,
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Ruby,Medium,"['Array', 'Dynamic Programming']",True,0,{},277 ms,217.08297729492188,100.0,100.0
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Rust,Medium,"['Array', 'Dynamic Programming']",True,0,{},18 ms,4.161834716796875,26.66659999999999,13.333300000000001
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Scala,Medium,"['Array', 'Dynamic Programming']",True,2,"{'0': 'Wrong Answer', '1': 'Wrong Answer'}",927 ms,72.82638549804688,66.66669999999999,66.66669999999999
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,Swift,Medium,"['Array', 'Dynamic Programming']",True,2,"{'0': 'Wrong Answer', '1': 'Wrong Answer'}",416 ms,23.3917236328125,100.0,100.0
longest-non-decreasing-subarray-from-two-arrays,28.502597741851215,TypeScript,Medium,"['Array', 'Dynamic Programming']",True,0,{},237 ms,77.54898071289062,15.789000000000009,21.052200000000017
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,C,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},6 ms,6.275177001953125,33.33339999999999,66.66669999999999
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,C#,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},112 ms,53.70330810546875,85.7143,14.28579999999999
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,C++,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},3 ms,27.423858642578125,97.3034,28.090000000000032
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Dart,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},375 ms,145.8892822265625,100.0,100.0
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Elixir,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Compile Error'}",,,,
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Erlang,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Wrong Answer', '1': 'Compile Error', '2': 'Compile Error'}",,,,
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Go,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},3 ms,3.83758544921875,85.7143,14.285699999999991
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Java,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},1 ms,42.724609375,96.2733,67.08060000000002
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,JavaScript,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},63 ms,49.983978271484375,65.51699999999997,6.895899999999955
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Kotlin,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},215 ms,35.8734130859375,100.0,100.0
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,PHP,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},12 ms,19.123077392578125,100.0,100.0
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Python2,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Runtime Error'}",,,,
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Python3,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Runtime Error'}",,,,
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Racket,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},159 ms,96.36306762695312,100.0,100.0
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Ruby,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},70 ms,202.41546630859375,100.0,100.0
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Rust,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},8 ms,2.529144287109375,9.090900000000005,9.090899999999998
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Scala,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},586 ms,56.70928955078125,100.0,100.0
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,Swift,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,0,{},16 ms,15.361785888671875,100.0,75.0
longest-unequal-adjacent-groups-subsequence-i,65.25819945864238,TypeScript,Medium,"['Array', 'String', 'Dynamic Programming', 'Greedy']",True,1,{'0': 'Wrong Answer'},73 ms,51.15509033203125,25.000100000000018,8.333500000000015
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,C,Medium,"['Array', 'String', 'Dynamic Programming']",True,0,{},109 ms,6.626129150390625,100.0,100.0
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,C#,Medium,"['Array', 'String', 'Dynamic Programming']",True,0,{},158 ms,53.226470947265625,73.91309999999997,91.30439999999999
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,C++,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Memory Limit Exceeded'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Dart,Medium,"['Array', 'String', 'Dynamic Programming']",True,0,{},429 ms,143.04351806640625,100.0,100.0
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Elixir,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Runtime Error', '1': 'Compile Error', '2': 'Compile Error'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Erlang,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Compile Error', '1': 'Compile Error', '2': 'Compile Error'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Go,Medium,"['Array', 'String', 'Dynamic Programming']",True,2,"{'0': 'Wrong Answer', '1': 'Wrong Answer'}",33 ms,4.734039306640625,50.0,50.0
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Java,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Time Limit Exceeded'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,JavaScript,Medium,"['Array', 'String', 'Dynamic Programming']",True,0,{},188 ms,49.137115478515625,33.33320000000002,16.66650000000002
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Kotlin,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Time Limit Exceeded', '1': 'Memory Limit Exceeded', '2': 'Memory Limit Exceeded'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,PHP,Medium,"['Array', 'String', 'Dynamic Programming']",True,1,{'0': 'Runtime Error'},649 ms,19.378662109375,100.0,100.0
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Python2,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Runtime Error'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Python3,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Runtime Error', '1': 'Runtime Error', '2': 'Wrong Answer'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Racket,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Compile Error', '1': 'Time Limit Exceeded', '2': 'Runtime Error'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Ruby,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Time Limit Exceeded', '2': 'Wrong Answer'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Rust,Medium,"['Array', 'String', 'Dynamic Programming']",True,1,{'0': 'Wrong Answer'},157 ms,20.97320556640625,33.33339999999999,33.33339999999999
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Scala,Medium,"['Array', 'String', 'Dynamic Programming']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,Swift,Medium,"['Array', 'String', 'Dynamic Programming']",True,0,{},2410 ms,15.171051025390625,100.0,100.0
longest-unequal-adjacent-groups-subsequence-ii,26.63362498615572,TypeScript,Medium,"['Array', 'String', 'Dynamic Programming']",True,0,{},117 ms,51.029205322265625,100.0,100.0
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,C,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,C#,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Time Limit Exceeded', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,C++,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,Dart,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Time Limit Exceeded', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,Elixir,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Compile Error', '1': 'Wrong Answer', '2': 'Runtime Error'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,Erlang,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Runtime Error', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,Go,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Time Limit Exceeded', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,Java,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Time Limit Exceeded', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,JavaScript,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Time Limit Exceeded'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,Kotlin,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Wrong Answer', '1': 'Time Limit Exceeded', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,PHP,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
make-lexicographically-smallest-array-by-swapping-elements,37.978015172627344,Python2,Medium,"['Array', 'Union Find', 'Sorting']",False,,"{'0': 'Wrong Answer', '1': 'Wrong Answer', '2': 'Wrong Answer'}",,,,
